name,name_tag,elev,wsun,kappa,beta,t,wsky
pano_azmdyafswpwhtj,,0.32372,0.75394 0.73496 0.70800,0.19506,10.36355,20.52879,0.59240 0.61872 0.64311
pano_azmfedqexoyinw,,1.27394,0.26639 0.26089 0.25416,0.14176,4.79011,18.46711,0.47596 0.47696 0.47872
pano_azmflcjhjpzxuk,,1.15919,0.16161 0.15860 0.16380,0.13214,0.06215,15.85901,0.72362 0.69186 0.64702
pano_azmhxpckfjehll,,0.48549,0.06141 0.06317 0.06200,0.40039,46.90858,19.43147,0.17186 0.17661 0.19205
pano_azmicapcjmgmom,,0.44618,0.25024 0.27143 0.31107,0.66520,0.66663,22.71031,0.72227 0.76766 0.80416
pano_azmkajofeyvaed,,1.11321,0.20821 0.20079 0.19485,0.12823,1.05653,17.24313,0.68821 0.66969 0.64170
pano_azmkrexmzqdcuf,,0.24811,0.10296 0.11240 0.12821,0.65974,1.34996,21.86339,0.56865 0.59354 0.61732
pano_azmlrahfrfgzad,,0.82530,1.09406 1.04308 0.96993,0.10485,16.32471,19.70062,0.50754 0.52788 0.54948
pano_azmlsithyyvccf,,0.45165,0.04760 0.05645 0.07235,0.92632,0.81602,23.87746,0.54282 0.58487 0.63045
pano_azmmvsynuutpvh,,0.67651,1.73660 1.65923 1.55702,0.13849,12.36105,20.70552,0.68606 0.72323 0.75399
pano_azmnqvrstshusu,,0.95529,0.42119 0.39862 0.36634,0.09907,10.75985,18.15592,0.56824 0.56752 0.56420
pano_azmpbixjodfkvw,,0.46626,0.86449 0.82502 0.76283,0.07914,26.86394,19.22939,0.31037 0.32300 0.34370
pano_azmpdjwpumbfnm,,0.40410,0.04080 0.04915 0.06326,0.96512,4.46814,24.61951,0.45291 0.50009 0.55882
pano_azmpsbbcvuzfwl,,0.90443,0.03968 0.04068 0.04283,0.28899,0.63830,17.20749,0.52953 0.50810 0.48538
pano_azmqcdoeylwqah,,0.74664,0.04719 0.04823 0.04854,0.33538,14.50559,18.73839,0.37638 0.37159 0.37282
pano_azmrlysrroeztg,,0.74213,0.42457 0.39696 0.35559,0.06124,23.31595,17.52218,0.36461 0.36388 0.36843
pano_azmrvauznqovpi,,0.52778,0.03368 0.03588 0.03695,0.79812,45.69163,20.55509,0.32135 0.33280 0.35583
pano_azmsnkimbavrgb,,0.98486,1.19568 1.13942 1.06021,0.11418,14.70203,19.89877,0.57448 0.59811 0.62013
pano_azmspdwqcnkoxr,,0.12499,0.01365 0.01470 0.01485,0.84187,49.71350,19.26984,0.15981 0.16451 0.18122
pano_azmtikpyqbvnkw,,0.52677,0.15303 0.15083 0.14619,0.20028,10.74976,18.71812,0.46038 0.45978 0.46178
pano_azmufmmsounbhg,,0.45853,2.14463 2.04238 1.90826,0.13201,16.70855,21.08475,0.63439 0.67556 0.71422
pano_azmvcbxlqlqrmp,,1.23052,1.57318 1.49781 1.39338,0.11179,17.51499,20.33020,0.54947 0.57852 0.60793
pano_azmvlmobsxyoqb,,0.90505,0.19931 0.19161 0.18026,0.11854,7.83995,17.69823,0.50331 0.49530 0.48738
pano_azmvmgdwyhdpyc,,0.44089,0.53683 0.51272 0.47445,0.10471,22.30209,19.05953,0.38482 0.39456 0.40998
pano_azmvwetskuaziz,,0.32970,0.03951 0.04100 0.04208,0.46762,13.81594,19.13529,0.43437 0.43105 0.43234
pano_azmvyvofxurvlm,,0.54405,0.18953 0.20165 0.21424,0.67904,28.49901,23.03623,0.38139 0.41449 0.45937
pano_azmwixomhlklai,,0.65543,2.37840 2.27036 2.13229,0.14719,14.78947,21.39471,0.69987 0.74755 0.78949
pano_azmwrazwcvqypg,,1.43991,0.35041 0.33552 0.31519,0.11833,6.77430,18.28967,0.57971 0.57837 0.57366
pano_azmxhxvyfernbi,,0.71860,1.07776 1.02464 0.94857,0.10560,16.14050,19.64825,0.54190 0.56188 0.58158
pano_azmyanqqyktdyy,,0.72950,0.36099 0.34745 0.34086,0.11940,0.48921,17.50275,0.75170 0.73887 0.71191
pano_azmyfojiutmlxd,,0.89492,2.09699 1.99639 1.86314,0.12809,17.26436,21.00104,0.62016 0.65979 0.69752
pano_azmymfylvvgnom,,0.88908,0.09143 0.08865 0.08656,0.12960,0.93795,16.23286,0.59904 0.56960 0.53600
pano_aznagbgwgjqrqd,,0.77906,0.24007 0.23348 0.22775,0.14936,1.73861,18.01880,0.65684 0.64843 0.63213
pano_azngclhtmhppty,,0.22908,0.32561 0.33650 0.34433,0.53371,30.57897,22.64517,0.38766 0.42041 0.46426
pano_azngedviydpzke,,0.81925,0.04995 0.05212 0.05353,0.48125,22.53722,20.02637,0.36529 0.36925 0.38065
pano_azngjhhnfdkpvi,,0.85286,0.03258 0.03272 0.03091,0.32382,46.37138,17.63156,0.21705 0.21330 0.21933
pano_azngullliwkuzk,,0.73481,1.19002 1.15061 1.09676,0.17348,11.82214,20.80691,0.62876 0.66233 0.69259
pano_azngwikbzepoth,,0.86143,0.22902 0.25465 0.30542,0.77371,0.32094,23.31629,0.73634 0.79041 0.83522
pano_aznhddrdtdyiwi,,0.56241,0.14511 0.14820 0.15020,0.32682,12.05066,20.02622,0.42700 0.43632 0.45029
pano_aznhnufhufznni,,0.31025,1.58818 1.50093 1.38014,0.07942,26.15425,20.00982,0.36688 0.38849 0.41780
pano_aznhxrlvxenhxl,,0.15271,0.02472 0.02705 0.02933,0.66892,35.66459,20.63416,0.19904 0.20505 0.22191
pano_aznjgsnzrakufk,,0.06277,1.90463 1.84943 1.77521,0.25433,20.27571,22.48411,0.61828 0.67265 0.72836
pano_aznjuyuuuuffxn,,0.37938,0.24443 0.23349 0.21699,0.11545,10.77112,17.94755,0.51159 0.50624 0.50093
pano_aznlasrfmzdhan,,0.88664,1.47336 1.40513 1.30989,0.11555,16.29723,20.27303,0.56259 0.59098 0.61887
pano_aznlvekcpenpow,,0.47031,0.60473 0.59809 0.59831,0.21560,1.94774,20.08590,0.72451 0.74569 0.75567
pano_aznmucwanromip,,1.19109,0.21400 0.20507 0.19914,0.10737,0.58948,16.62956,0.68385 0.66009 0.62676
pano_aznngyptgctcdk,,0.75658,0.73032 0.69904 0.65687,0.12758,8.06072,19.31003,0.64464 0.65879 0.66680
pano_aznozxmwehebyl,,0.55557,0.02918 0.03060 0.03105,0.49248,40.12171,19.26141,0.22902 0.23012 0.24125
pano_aznpsmjfzzhaqi,,0.69822,0.68165 0.64706 0.59570,0.08010,17.76082,18.61016,0.41099 0.41962 0.43231
pano_aznqgafrnbnzwc,,0.70247,0.29215 0.27643 0.26090,0.09367,1.46735,16.98417,0.69067 0.67178 0.64333
pano_aznqrirryevipi,,1.14463,0.29445 0.30526 0.32824,0.37170,0.79653,20.60033,0.64565 0.66694 0.68111
pano_aznrdsirbjptia,,1.01953,1.13142 1.08016 1.01583,0.12389,6.98461,19.66936,0.70284 0.72511 0.73827
pano_aznsgltqapasay,,0.56489,1.23082 1.16913 1.08384,0.10728,14.42653,19.77371,0.57707 0.59997 0.62104
pano_aznturxassirqk,,1.14895,0.10397 0.11493 0.13468,0.69125,0.63705,21.96938,0.57424 0.60108 0.62594
pano_aznvvolhuzneog,,0.30927,0.04533 0.04616 0.04565,0.40293,26.89189,18.91681,0.38819 0.38504 0.38846
pano_aznzwzrlffyprs,,1.01701,0.14142 0.13809 0.13948,0.13640,0.17640,16.22147,0.70398 0.67378 0.63258
pano_azobtayxjhxcvk,,0.43680,1.19560 1.13908 1.06211,0.11853,12.80557,19.93144,0.59553 0.62005 0.64191
pano_azochgdkhigdeb,,0.80703,2.84025 2.70491 2.53356,0.14858,17.81354,21.75171,0.69725 0.75054 0.79944
pano_azocozmltqmvvk,,1.24067,0.56299 0.54077 0.52314,0.12479,1.19031,18.40877,0.76757 0.76807 0.75398
pano_azoebxlflwbdrw,,0.32426,0.04906 0.05541 0.06379,0.88626,21.38923,23.35929,0.38070 0.41075 0.45265
pano_azoetwnmiabbtn,,0.81306,0.11980 0.13302 0.15838,0.71189,0.27485,21.90831,0.66232 0.69296 0.71636
pano_azofcqhjqnnzsa,,0.91875,0.10836 0.10661 0.10457,0.17588,2.89720,17.63810,0.54682 0.53293 0.51720
pano_azofjeatfohswd,,1.08084,0.18283 0.19036 0.20622,0.39243,0.52458,20.03146,0.68537 0.69723 0.69929
pano_azofloadafestu,,0.83688,0.07543 0.08358 0.09388,0.84441,23.37575,23.18637,0.38880 0.42016 0.46313
pano_azofnsjufexmlg,,0.68347,0.69083 0.66309 0.62723,0.13823,6.78017,19.41803,0.65721 0.67185 0.67973
pano_azofsrzcwezlvh,,0.37196,0.02444 0.02488 0.02407,0.43922,42.23763,17.99399,0.30425 0.29769 0.30017
pano_azogqinrvpojex,,0.34778,0.10351 0.10067 0.09859,0.13660,1.04087,16.59377,0.59738 0.57201 0.54230
pano_azohcyhxllzjxa,,1.10777,0.11679 0.11079 0.10484,0.07838,1.51045,15.54290,0.49271 0.46607 0.43967
pano_azohdeglklplaa,,1.07010,0.06100 0.05972 0.05727,0.16456,7.75768,16.95935,0.44276 0.42489 0.41018
pano_azoislfhusssoy,,0.30519,0.04192 0.04672 0.05374,0.75104,4.56907,21.95880,0.42551 0.44235 0.46524
pano_azoitfhirtqcri,,0.33838,0.07402 0.07489 0.07479,0.31465,10.34565,18.91787,0.47226 0.46870 0.46772
pano_azomxhhvctqnpa,,0.73030,0.05507 0.06114 0.06892,0.81589,18.07486,22.75436,0.38433 0.40904 0.44386
pano_azonbdqnuapxsg,,0.21072,0.23107 0.21684 0.19669,0.07274,11.76920,16.80527,0.44403 0.43267 0.42362
pano_azonotyivlfjdv,,0.24245,0.08134 0.07951 0.07595,0.17403,9.10569,17.43588,0.47958 0.46481 0.45188
pano_azoozxjmmjfhhi,,0.53931,0.17291 0.16964 0.17031,0.15348,0.46790,17.24607,0.67203 0.65402 0.62665
pano_azoqkmjxwlivgb,,0.68202,0.12039 0.11964 0.11521,0.21558,26.31933,18.85445,0.33653 0.33800 0.34671
pano_azorgjijyosxgl,,0.35374,0.74071 0.70053 0.63750,0.05806,32.11347,18.56679,0.24434 0.25234 0.26932
pano_azoryitqacuadb,,0.87294,0.01812 0.02134 0.02660,0.90670,2.89644,22.54147,0.37927 0.39758 0.42414
pano_azosljjrwnqatv,,0.33445,0.38521 0.39250 0.39910,0.40142,14.39392,21.84206,0.48876 0.51972 0.55560
pano_azoumzmqchvxgb,,0.13737,0.04034 0.04187 0.04139,0.57923,47.42509,19.65932,0.22682 0.23218 0.24885
pano_azoutbukjxkktp,,1.00711,1.52189 1.46369 1.39401,0.15717,6.83597,20.62945,0.75932 0.79597 0.82114
pano_azovicsabagnom,,0.81151,1.32434 1.26296 1.17803,0.12047,13.92352,20.11599,0.60445 0.63146 0.65562
pano_azowgyjrwemopw,,1.13860,0.73658 0.70364 0.65192,0.10665,22.62478,19.45862,0.41097 0.42535 0.44494
pano_azowhouzuscfin,,0.98388,0.15013 0.15141 0.15373,0.25231,3.12124,19.06364,0.52447 0.52557 0.52576
pano_azoyawhdevryge,,0.96839,1.95092 1.85778 1.73331,0.12623,16.54773,20.83304,0.62150 0.65890 0.69396
pano_azoyvnlrithyny,,0.37875,0.53128 0.52182 0.51363,0.19987,3.22102,19.84000,0.69314 0.71050 0.71880
pano_azoyxbryaprbpd,,1.31586,0.01798 0.01892 0.01986,0.50193,7.50570,18.19610,0.42042 0.40754 0.39944
pano_azozonilmbxblv,,0.39788,0.39283 0.36782 0.32979,0.06502,22.76516,17.43643,0.37877 0.37700 0.38003
pano_azozzitetzbnqq,,1.24878,0.15805 0.15086 0.14415,0.08805,1.39226,16.20274,0.52670 0.50492 0.48145
pano_azozzrndctihds,,0.35387,0.06619 0.06569 0.06211,0.26929,38.88601,18.21540,0.31189 0.30906 0.31456
pano_azpcollonsudym,,0.91302,0.48981 0.48373 0.48271,0.20550,1.82954,19.67492,0.71650 0.73123 0.73494
pano_azpdufnpasmoam,,0.64654,0.19906 0.21476 0.24409,0.60176,0.58068,21.88721,0.69124 0.72465 0.74961
pano_azpepqytjgdgmj,,0.42053,0.19826 0.19684 0.19433,0.23226,5.34663,19.19008,0.57888 0.58212 0.58255
pano_azpgarvrshzfwg,,1.02637,0.08058 0.08677 0.09630,0.58842,2.39922,21.13192,0.51697 0.53209 0.54812
pano_azpgvufwamkuaq,,1.11169,0.04725 0.05077 0.05543,0.58701,5.51298,20.50825,0.44362 0.45059 0.46170
pano_azphesoewpcqfn,,0.83538,0.62154 0.59155 0.54702,0.09833,15.32263,18.84417,0.48238 0.49169 0.50250
pano_azphrpbqqrganl,,0.42888,0.78912 0.79623 0.82191,0.34991,1.90153,21.83465,0.78192 0.82657 0.85842
pano_azphzehbitgfql,,0.82400,0.12121 0.11622 0.10896,0.09842,7.49577,16.67151,0.41320 0.39877 0.38778
pano_azpiamtiuakvtc,,0.78629,0.09776 0.10734 0.12094,0.74647,7.20438,22.78486,0.47899 0.50983 0.54655
pano_azpkfuipruvslx,,0.86312,0.44649 0.43250 0.43279,0.11170,0.24884,17.37783,0.68595 0.67777 0.65802
pano_azpkisobrxtikm,,0.53685,2.12053 2.01713 1.88281,0.12858,16.34695,21.00649,0.62805 0.66833 0.70636
pano_azpluqckfbskgh,,0.59834,0.81079 0.77029 0.70928,0.07591,21.54895,18.85491,0.36553 0.37658 0.39358
pano_azpmjjibhxkeyt,,1.20918,0.57392 0.54963 0.53033,0.12017,1.09111,18.28312,0.77617 0.77501 0.75879
pano_azpohktgyqcnri,,0.52627,0.03543 0.04085 0.04775,0.93867,34.68512,23.60017,0.31409 0.34363 0.38833
pano_azpojxqcekdcds,,0.47930,1.75639 1.66882 1.54881,0.09924,20.95427,20.40013,0.47204 0.50040 0.53289
pano_azpqadykuzvmqw,,0.86164,0.94776 0.90465 0.84066,0.11275,19.37933,19.79952,0.47446 0.49370 0.51595
pano_azpqivxmjqmyea,,1.08539,0.38868 0.37201 0.36267,0.10704,0.43204,17.21071,0.77562 0.75973 0.72835
pano_azpqxlwctxsreh,,0.33632,1.47868 1.40114 1.29350,0.08398,22.23675,19.88372,0.40949 0.43122 0.45881
pano_azprcglkxihtfb,,0.89218,1.46370 1.39535 1.30108,0.12079,14.77464,20.27794,0.60617 0.63549 0.66215
pano_azpstvltpaqxgw,,0.24639,0.12794 0.12377 0.12253,0.11410,0.32554,15.98467,0.63802 0.60754 0.56998
pano_azptpmmldnyrtl,,0.75352,0.06936 0.06654 0.06401,0.10333,1.00804,15.32749,0.53692 0.50243 0.46712
pano_azptxniyhnvmdy,,0.93610,0.54946 0.52829 0.50229,0.13353,4.68308,18.93554,0.66767 0.67537 0.67519
pano_azpujgitovhxuf,,0.22294,0.09610 0.09700 0.09486,0.37530,32.05016,19.69559,0.38102 0.38686 0.40003
pano_azpyqzdyfhaodp,,0.14156,1.88673 1.80198 1.69323,0.14388,12.21546,20.93466,0.69756 0.73821 0.77224
pano_azqadqxdvuntcw,,1.16411,1.69512 1.63414 1.56461,0.17293,6.31223,20.99587,0.79346 0.83622 0.86590
pano_azqahznzhnkqwm,,0.88047,3.18166 3.03059 2.84078,0.15619,19.18513,22.04774,0.71330 0.77191 0.82601
pano_azqbtnwwpleiyq,,0.32286,0.99163 0.93870 0.85998,0.06133,27.34085,18.91434,0.28653 0.29795 0.31775
pano_azqdepwucbqkzi,,0.30123,0.37931 0.35537 0.32364,0.07923,8.52399,17.50044,0.55705 0.54980 0.54016
pano_azqedpigoerbah,,0.71181,0.09579 0.10269 0.11762,0.48725,0.13079,19.47093,0.66176 0.66590 0.66014
pano_azqehiifrvlnxo,,0.64191,0.21633 0.20829 0.20268,0.11669,0.80024,17.03065,0.66960 0.65052 0.62250
pano_azqemirunqcuhn,,0.95200,0.63873 0.60805 0.56911,0.11404,5.80665,18.73882,0.67262 0.67957 0.67850
pano_azqfeloxpzuqkz,,0.83812,0.14679 0.14424 0.14117,0.17866,3.29372,18.07424,0.56967 0.56052 0.54848
pano_azqfeqivzqrqfi,,0.51050,0.03774 0.04002 0.04121,0.56422,42.87416,20.29918,0.20869 0.21471 0.23172
pano_azqgmbkpunwrhq,,1.48380,0.17471 0.16753 0.16447,0.10372,0.26262,15.96427,0.71591 0.68300 0.63885
pano_azqgteufsqhnjp,,1.12187,0.69383 0.67234 0.66935,0.13021,0.36895,18.40338,0.79411 0.79733 0.78314
pano_azqhdoxadhwdur,,0.73679,1.27198 1.20977 1.12282,0.11172,15.45858,19.95306,0.57465 0.59915 0.62219
pano_azqhvoghnpvpum,,0.27681,0.02546 0.02943 0.03436,0.94133,37.91087,23.30421,0.28369 0.30836 0.34801
pano_azqipsuklvkxjn,,0.54571,0.15287 0.15486 0.16302,0.25921,0.29890,18.30438,0.69704 0.68882 0.66939
pano_azqkmqcdqpyuey,,0.95517,0.16143 0.15524 0.15266,0.10176,0.32233,15.93710,0.64446 0.61514 0.57821
pano_azqlwhtqyrlxgx,,0.11805,0.02056 0.02314 0.02597,0.84761,38.99637,21.78642,0.21801 0.22958 0.25356
pano_azqnuaebbtobjt,,1.24268,0.20400 0.19927 0.20255,0.11775,0.14467,16.36663,0.64584 0.62393 0.59291
pano_azqopxfeilwazk,,0.94623,1.24469 1.18537 1.09900,0.11324,22.31651,20.24695,0.46844 0.49270 0.52103
pano_azqotiiuevjluu,,0.42491,0.02353 0.02561 0.02784,0.78778,22.45629,20.50462,0.40306 0.41017 0.42491
pano_azqpsywjjoweqk,,0.23631,0.34607 0.32647 0.29143,0.09259,40.14543,18.27674,0.28691 0.29050 0.30263
pano_azqstwulfxhyuv,,0.79825,0.43835 0.44024 0.45653,0.25259,0.52043,19.73806,0.77189 0.78697 0.78679
pano_azqtbjwhmzscyz,,1.20379,0.64110 0.63209 0.63375,0.19729,1.19158,19.79047,0.75803 0.77634 0.78086
pano_azquhfthuvzvxo,,0.81781,1.59720 1.51987 1.41389,0.10945,17.80826,20.35046,0.53044 0.55936 0.58959
pano_azquikruoceiim,,0.41230,0.24756 0.24429 0.22977,0.27899,45.38381,20.31255,0.25897 0.27150 0.29539
pano_azquydrtucioow,,1.56110,1.49954 1.43050 1.33460,0.11833,15.98954,20.33029,0.57328 0.60258 0.63095
pano_azqvasmlupztod,,0.50490,0.03723 0.04012 0.04209,0.68065,44.93524,20.95612,0.19864 0.20770 0.22865
pano_azqvhkoygcmmbc,,0.64885,0.11223 0.10552 0.09676,0.08047,5.09226,15.71420,0.49944 0.47289 0.44714
pano_azqwftswdprart,,0.28388,0.06231 0.06948 0.07909,0.79595,14.20771,22.94587,0.36699 0.39240 0.42826
pano_azqwlbvpujjapp,,0.30496,0.05661 0.05840 0.05982,0.39098,11.16640,19.38841,0.41648 0.41589 0.42013
pano_azqywzgzvvctbx,,0.76199,0.06085 0.06867 0.07984,0.84069,11.25550,23.27435,0.38199 0.41096 0.45044
pano_azqzpagsogdyzi,,0.78800,0.13114 0.13268 0.13380,0.30184,6.08092,19.44795,0.53152 0.53484 0.53791
pano_azqzwbliewjkxk,,0.39027,0.09382 0.09287 0.08774,0.32507,40.17395,19.07806,0.35474 0.35720 0.36784
pano_azraaknyypxwbo,,0.62501,0.06784 0.07045 0.07023,0.44429,46.59148,20.12953,0.17018 0.17707 0.19511
pano_azrcwzuehvqqmc,,0.87611,0.29732 0.27708 0.24709,0.05932,20.21221,16.80056,0.38203 0.37495 0.37233
pano_azrcxzgsxzppmp,,0.30674,1.75623 1.66438 1.54267,0.10787,18.91543,20.52136,0.52150 0.55232 0.58536
pano_azrdbliaftztkk,,0.73260,0.86706 0.82218 0.75482,0.06466,24.84238,18.75917,0.30697 0.31733 0.33534
pano_azrdgyqpdronsf,,0.71199,1.70989 1.62536 1.51222,0.11490,16.94681,20.52019,0.56237 0.59418 0.62609
pano_azrdnnfhrtfbrn,,0.28203,0.22744 0.24181 0.26241,0.58802,6.34541,22.49495,0.51710 0.55154 0.58973
pano_azrecjsqlgqmge,,1.29840,0.04270 0.04409 0.04658,0.32376,1.02303,17.82185,0.51128 0.49580 0.47985
pano_azrenxhjauhtbh,,0.36182,1.83291 1.73580 1.60686,0.10899,20.88611,20.67518,0.50489 0.53662 0.57169
pano_azrfqxvtdxbzes,,0.22302,0.02709 0.03007 0.03344,0.81102,28.22863,21.72976,0.30680 0.32001 0.34416
pano_azrfsaiqnpjoxs,,0.08128,0.01969 0.02208 0.02433,0.86217,46.58322,21.44439,0.17289 0.18308 0.20593
pano_azrfvzbcthngmg,,0.98328,0.34008 0.32776 0.31590,0.13131,1.87357,18.09418,0.69037 0.68462 0.66915
pano_azrhztwztoniyn,,1.43648,0.52393 0.49600 0.45113,0.05500,29.96881,17.95638,0.24260 0.24678 0.25936
pano_azrkdqomqtbwsm,,0.55677,1.15026 1.09253 1.01098,0.09314,17.45182,19.55571,0.47588 0.49512 0.51693
pano_azrkvkobtwuzwm,,1.16673,0.13575 0.13209 0.13434,0.11226,0.08432,15.40074,0.67038 0.63518 0.59044
pano_azrkznjgmswdpa,,1.02538,0.05961 0.06443 0.07070,0.67755,8.49938,21.49417,0.46288 0.47911 0.50016
pano_azrlluduuxiewz,,0.67859,0.92589 0.88020 0.81051,0.10161,24.64122,19.67731,0.41959 0.43674 0.45916
pano_azrlpxuevutcoz,,0.38896,0.05775 0.06008 0.05960,0.49710,48.12242,20.01015,0.15949 0.16605 0.18387
pano_azrlwozyudmpau,,0.64555,0.79506 0.75283 0.69075,0.07311,20.57044,18.71901,0.37608 0.38625 0.40191
pano_azrmrzqnguvwjj,,0.43564,0.35278 0.35937 0.36619,0.39986,10.64433,21.62121,0.54178 0.57183 0.60387
pano_azrmwkohupnlwf,,0.28572,0.01358 0.01539 0.01676,0.94905,49.62244,21.18364,0.16079 0.17266 0.19868
pano_azrmzuhcbtsrli,,0.69294,0.52845 0.50354 0.46871,0.11062,9.63699,18.70496,0.57138 0.57754 0.58097
pano_azrnlpxhqwqfxs,,0.48648,0.63561 0.59807 0.54274,0.08078,20.78722,18.57674,0.43675 0.44396 0.45461
pano_azromfdtkorogx,,0.51302,0.01814 0.02086 0.02388,0.95152,44.97028,22.47915,0.26037 0.28030 0.31515
pano_azropuunxxponw,,0.34039,1.81379 1.72316 1.60343,0.11649,16.78995,20.62273,0.57330 0.60692 0.64035
pano_azrpvxccvsshfr,,0.51938,0.13646 0.13422 0.13206,0.16668,2.51161,17.77777,0.54342 0.53236 0.51928
pano_azrrdcfxsnsxfb,,0.53121,1.62955 1.54985 1.44314,0.12201,15.39975,20.49636,0.60597 0.63829 0.66848
pano_azrrgqctuvarnv,,0.75918,0.06194 0.06169 0.06261,0.19374,0.63111,16.67943,0.58266 0.55604 0.52580
pano_azrrzdedpfczgf,,1.02694,0.10607 0.10488 0.10637,0.17019,0.43389,16.82499,0.61166 0.58901 0.56052
pano_azrsonwklftojs,,0.83255,0.13166 0.13077 0.13432,0.17687,0.26264,17.04607,0.66610 0.64539 0.61537
pano_azrswnzklbirss,,0.57395,0.12136 0.13476 0.15510,0.81469,5.33427,23.46896,0.53902 0.58174 0.62909
pano_azrtwztbifqnmp,,0.77524,0.49406 0.47710 0.45346,0.14362,7.82562,19.20566,0.58803 0.59819 0.60498
pano_azruaxjrpctndb,,0.87180,0.11367 0.11655 0.12042,0.34871,3.69749,19.63633,0.54470 0.54859 0.55138
pano_azruspuknegziv,,0.30019,0.03136 0.03363 0.03665,0.57671,4.23597,19.75382,0.45681 0.45589 0.45818
pano_azrutkvitnccvc,,0.43211,0.21881 0.21705 0.21124,0.21339,15.79982,19.45925,0.41669 0.42435 0.43672
pano_azrvlpqhtajhjd,,0.49354,0.01677 0.01748 0.01746,0.54134,42.64143,18.32601,0.26019 0.25578 0.26113
pano_azrwurtnatehzf,,1.03330,0.11535 0.11163 0.10963,0.12202,0.55553,16.17824,0.63013 0.60046 0.56462
pano_azryhmkrhrojfx,,1.12525,0.64564 0.64071 0.64420,0.22610,2.08602,20.34972,0.70017 0.72489 0.73995
pano_azrzipfxmbfdmb,,0.85557,0.42039 0.40241 0.37793,0.12040,6.96690,18.52479,0.60137 0.60344 0.60114
pano_azsaqcwqchtiuy,,0.18418,0.65466 0.66309 0.67499,0.39371,10.03433,22.28897,0.57572 0.61790 0.66159
pano_azsbojvhzrxjcs,,0.47614,1.34964 1.28075 1.18511,0.09208,19.23307,19.83444,0.45613 0.47812 0.50396
pano_azsbrxgeceqzjx,,0.50539,0.43372 0.41546 0.38623,0.11960,17.97758,18.93347,0.45240 0.45966 0.46998
pano_azsbstbbfgfwjt,,1.39306,0.23174 0.22056 0.21124,0.09791,0.86055,16.64112,0.67623 0.65312 0.62105
pano_azsbtnnasmliix,,0.36955,0.14522 0.14655 0.14446,0.35029,25.34046,20.24218,0.40961 0.42051 0.43783
pano_azsbuiodevceiw,,0.68343,0.24442 0.26313 0.30254,0.57128,0.21086,21.56137,0.74172 0.77491 0.79534
pano_azscnbtlbeyiic,,0.19039,0.27582 0.26646 0.25029,0.09330,18.95679,18.05976,0.30141 0.30301 0.31160
pano_azsemisvviiafb,,0.77973,0.00938 0.01080 0.01287,0.88812,7.77350,20.79190,0.35239 0.35758 0.37104
pano_azsfcievczkjgf,,0.28051,0.01789 0.01930 0.01965,0.87235,49.60371,19.86097,0.19508 0.20299 0.22402
pano_azsgriwvvixdqx,,0.71707,1.43702 1.37410 1.29300,0.14067,9.22186,20.34709,0.71886 0.75120 0.77456
pano_azshyejacfwaec,,0.44531,0.13549 0.13374 0.13313,0.18081,1.42020,17.77442,0.60909 0.59582 0.57728
pano_azsifgdjhvipep,,0.40815,0.64349 0.61041 0.56171,0.09065,17.41853,18.79969,0.44501 0.45419 0.46645
pano_azskpecyhctobd,,0.60093,1.28718 1.22104 1.12828,0.09227,19.14870,19.74672,0.46781 0.48893 0.51331
pano_azskshjausevep,,0.47081,0.09623 0.09484 0.08938,0.26168,34.45726,18.63056,0.38245 0.38131 0.38683
pano_azskvvxinzsheh,,1.25079,0.45031 0.42921 0.40981,0.10051,1.53874,17.76987,0.67715 0.67075 0.65482
pano_azslhjnhjlssjo,,0.99002,0.04999 0.05892 0.07596,0.89937,0.24180,23.13010,0.59777 0.63478 0.66999
pano_azsmryxlratmts,,1.33596,0.03040 0.03329 0.03744,0.60647,3.89015,20.24537,0.35537 0.35918 0.36947
pano_azsngweyrkvwil,,0.94735,3.02706 2.88304 2.70406,0.15882,16.90165,21.91200,0.74187 0.79984 0.85121
pano_azsnlrdatzxgki,,0.29535,0.12372 0.14021 0.17439,0.76915,0.09782,22.16499,0.64767 0.68301 0.71138
pano_azsnzmqfungreu,,0.23248,0.03466 0.04115 0.05140,0.94770,9.02225,24.27667,0.37673 0.41265 0.46155
pano_azsorsgdbiufvh,,1.24047,0.13519 0.13371 0.13519,0.12765,0.81403,16.94352,0.42619 0.41508 0.40547
pano_azsouetnwqrqiq,,0.33667,0.18422 0.19373 0.20718,0.42728,5.47677,21.09765,0.41933 0.43845 0.46292
pano_azspjcsyzicsue,,0.32293,0.04248 0.04876 0.05936,0.82634,1.28975,22.42695,0.45322 0.47602 0.50362
pano_azspkewfokddbh,,0.90400,0.56990 0.54369 0.50521,0.11183,12.36207,18.89992,0.54676 0.55535 0.56261
pano_azsqfkzzcrqdwl,,0.52048,0.01462 0.01662 0.01829,0.95522,49.30009,21.47705,0.19541 0.20997 0.23949
pano_azssdcyjolbtqq,,1.45292,0.01847 0.01996 0.02210,0.58202,2.02167,19.02294,0.45797 0.44891 0.44256
pano_azssqcnwfvfmhi,,1.23711,0.97709 0.93028 0.86335,0.11088,14.45652,19.57343,0.56149 0.58035 0.59785
pano_azssrpfebqmpxw,,0.38851,0.33785 0.35525 0.37691,0.64502,17.24572,23.24747,0.49598 0.54062 0.59301
pano_azstegxtwgwvwb,,0.39850,2.08406 1.97873 1.84165,0.12346,17.63557,20.95341,0.59807 0.63660 0.67444
